cat,subsect_ID,valley,area_kmsq,lithic_density,total_lithics,total_retouched,retouch_freq,flakes,blades,bladelets,flake_cores,blade_cores,chunks,core_rejuv,flake_tech,blade_tech,ret_flakes,geometrics,microburins,bldt_utilized,bldt_ret,bkd_pieces,bkd_pts,drills,proj_pts,total_backed,dent_sickl,MPaleo_types,UPaleo_types,Neol1_types,Neol2_types,Neol_types,settlmnt_wt,MPaleo_TI,MPaleo_SII,MPaleo_SII_ntile,UPaleo_TI,UPaleo_SII,UPaleo_SII_ntile,LUPaleo_TI,LUPaleo_SII,LUPaleo_SII_ntl,Neol1_TI,Neol1_SII,Neol1_SII_ntl,Neol2_TI,Neol2_SII,Neol2_SII_ntl,elev_min,elev_max,elev_range,elev_mean,elev_stddev,elev_variance,elev_cf_var,distcoast,distcoast_30ka,distcoast_18ka,distcoast_13ka,val_elev
64,A3-2-2,Alcala,0.009736,205.423171733772,2,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,49,0.1,0.01,49,0.1,0.01,49,0.1,0.01,50,0.1,0.01,49,644,653,9,650.505263157895,3.70170283492352,13.7026038780808,0.569050405057987,21476.60721,30485.86123,30988.375093,29992.472283,"""642m Alacala"""
74,A1-14-10,Alcala,0.0078,1666.66666666667,13,0,0,13,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,626,634,8,630.12987012987,2.6791675841926,7.17793894418842,0.425177048604349,19822.32426,30340.048477,30813.567249,29876.635207,"""642m Alacala"""
3,A2-11-1,Alcala,0.013124,533.373971350198,7,0,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.1,0.05,49,0.1,0.05,49,0.1,0.05,50,0.1,0.05,49,631,651,20,641.068181818182,5.19351749461928,26.9726239669165,0.810134965658341,20241.844431,30728.879861,31209.891998,30257.609498,"""642m Alacala"""
4,A2-11-2,Alcala,0.003218,621.504039776259,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,49,0.1,0.025,49,0.1,0.025,49,0.1,0.025,50,0.1,0.025,49,631,639,8,634.625,2.08791163606126,4.359375,0.328999272966123,20164.498581,30690.127805,31169.785398,30220.267045,"""642m Alacala"""
5,A2-11-3,Alcala,0.00734,1226.15803814714,9,0,0,9,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,640,651,11,645.680555555556,4.2584112481067,18.1340663580017,0.659522919107063,20327.998816,30668.042502,31150.58143,30195.216976,"""642m Alacala"""
7,A2-11-5,Alcala,0.005769,2253.42347027214,13,0,0,11,2,0,0,0,7,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.3,0.27,75,0.3,0.27,75,0.7,0.63,90,0.7,0.63,75,631,635,4,632.066666666667,1.71139968707063,2.92888888890545,0.270762528278235,20211.210438,30598.429746,31078.922338,30127.737683,"""642m Alacala"""
8,A2-10-1,Alcala,0.003045,328.407224958949,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,628,632,4,630.689655172414,1.44086775280293,2.07609988106736,0.228459075075369,20209.740454,30459.092787,30939.563291,29988.469268,"""642m Alacala"""
9,A2-10-2,Alcala,0.007725,388.349514563107,3,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,49,0.1,0.025,49,0.1,0.025,49,0.7,0.175,50,0.7,0.175,50,631,640,9,632.443037974684,2.63735020184006,6.95561608714582,0.417009919230961,20248.461048,30478.72885,30959.88606,30007.390427,"""642m Alacala"""
10,A2-10-3,Alcala,0.006974,860.338399770576,6,0,0,6,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.1,0.05,49,0.1,0.05,49,0.1,0.05,50,0.1,0.05,49,635,640,5,638.357142857143,2.34846888896604,5.51530612244138,0.367892631146073,20297.450622,30511.668474,30993.691152,30039.426373,"""642m Alacala"""
11,A2-10-4,Alcala,0.005525,1085.97285067873,6,0,0,6,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,635,645,10,639.074074074074,2.16753702051012,4.69821673528188,0.339168354411899,20335.288743,30541.979746,31024.667581,30069.041514,"""642m Alacala"""
12,A2-10-5,Alcala,0.006942,288.101411696917,2,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.1,0.05,49,0.1,0.05,49,0.1,0.05,50,0.1,0.05,49,637,648,11,641.098591549296,2.7991695427334,7.83535012896632,0.436620759994006,20403.517814,30572.407495,31056.292093,30098.224655,"""642m Alacala"""
13,A2-10-6,Alcala,0.013408,1193.31742243437,16,1,0.06,14,1,0,0,0,5,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.3,0.225,75,0.3,0.225,75,0.7,0.525,75,0.7,0.525,75,642,657,15,648.857142857143,2.81548579427624,7.92696025777132,0.433914587404969,20441.570464,30635.246634,31119.785665,30160.368303,"""642m Alacala"""
14,A1-23-1,Alcala,0.006731,891.398009211113,6,0,0,6,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.1,0.075,50,0.7,0.525,75,0.7,0.525,75,654,659,5,657.382352941176,2.33911378243993,5.47145328720045,0.355822417802146,21191.018026,29892.615527,30390.410875,29404.288732,"""642m Alacala"""
15,A1-23-2,Alcala,0.007897,1013.04292769406,8,1,0.13,7,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,90,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,642,671,29,662.73417721519,8.55911515117691,73.2584521711061,1.29148540175524,21241.829332,29892.743908,30391.430163,29403.49634,"""642m Alacala"""
15,A1-23-2,Alcala,0.007897,1013.04292769406,8,1,0.13,7,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,90,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,642,671,29,662.73417721519,8.55911515117691,73.2584521711061,1.29148540175524,21241.829332,29892.743908,30391.430163,29403.49634,"""642m Alacala"""
16,A1-23-3,Alcala,0.011846,506.500084416681,6,0,0,4,0,2,0,0,9,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.3,0.225,75,0.3,0.225,75,0.7,0.525,75,0.7,0.525,75,642,671,29,662.906779661017,10.5082592924917,110.423513358238,1.5851790349565,21303.188281,29882.240724,30382.00219,29391.885253,"""642m Alacala"""
16,A1-23-3,Alcala,0.011846,506.500084416681,6,0,0,4,0,2,0,0,9,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.3,0.225,75,0.3,0.225,75,0.7,0.525,75,0.7,0.525,75,642,671,29,662.906779661017,10.5082592924917,110.423513358238,1.5851790349565,21303.188281,29882.240724,30382.00219,29391.885253,"""642m Alacala"""
17,A1-23-3,Alcala,0.010659,562.90458767239,6,0,0,4,0,2,0,0,9,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.3,0.225,75,0.3,0.225,75,0.7,0.525,75,0.7,0.525,75,642,671,29,658.383177570093,6.00100437047429,36.0120534544515,0.911475957302296,21361.904808,29869.411961,30370.201379,29377.998079,"""642m Alacala"""
17,A1-23-3,Alcala,0.010659,562.90458767239,6,0,0,4,0,2,0,0,9,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.3,0.225,75,0.3,0.225,75,0.7,0.525,75,0.7,0.525,75,642,671,29,658.383177570093,6.00100437047429,36.0120534544515,0.911475957302296,21361.904808,29869.411961,30370.201379,29377.998079,"""642m Alacala"""
18,A1-23-4,Alcala,0.00606,1155.11551155116,7,1,0.14,6,0,0,0,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.3,0.15,49,0.1,0.05,49,0.1,0.05,49,0.7,0.35,75,0.7,0.35,75,642,663,21,645.915254237288,6.92646150665534,47.9758690031782,1.07234834000542,21409.601214,29812.162932,30313.79307,29319.89833,"""642m Alacala"""
18,A1-23-4,Alcala,0.00606,1155.11551155116,7,1,0.14,6,0,0,0,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.3,0.15,49,0.1,0.05,49,0.1,0.05,49,0.7,0.35,75,0.7,0.35,75,642,663,21,645.915254237288,6.92646150665534,47.9758690031782,1.07234834000542,21409.601214,29812.162932,30313.79307,29319.89833,"""642m Alacala"""
20,A2-8-12,Alcala,0.008452,354.945575011832,3,1,0.33,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.3,0.075,49,0.7,0.175,50,0.1,0.025,49,0.1,0.025,50,0.1,0.025,49,652,659,7,654.011764705882,2.42775188986902,5.89397923876257,0.371209207675462,21107.978374,29759.397634,30255.727945,29272.628321,"""642m Alacala"""
20,A2-8-12,Alcala,0.008452,354.945575011832,3,1,0.33,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.3,0.075,49,0.7,0.175,50,0.1,0.025,49,0.1,0.025,50,0.1,0.025,49,652,659,7,654.011764705882,2.42775188986902,5.89397923876257,0.371209207675462,21107.978374,29759.397634,30255.727945,29272.628321,"""642m Alacala"""
22,A2-8-10,Alcala,0.004276,467.726847521048,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.1,0.05,49,0.1,0.05,49,0.1,0.05,50,0.1,0.05,49,656,659,3,658.857142857143,0.638876564980107,0.40816326528078,0.0969673884401723,21017.482253,29790.388536,30285.121537,29305.259726,"""642m Alacala"""
23,A2-8-9,Alcala,0.007968,251.004016064257,2,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.1,0.05,49,0.1,0.05,49,0.1,0.05,50,0.1,0.05,49,652,664,12,656.349397590361,2.36660366138574,5.60081289008439,0.360570706711119,21058.482688,29824.892998,30320.354576,29338.999977,"""642m Alacala"""
24,A2-8-8a,Alcala,0.006584,1518.83353584447,10,0,0,9,1,0,0,0,17,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.7,0.63,90,0.5,0.45,90,0.3,0.27,50,0.3,0.27,50,656,664,8,660.791044776119,3.37035944508233,11.3593227890556,0.510049201139556,21030.888486,29873.402041,30368.379487,29387.993397,"""642m Alacala"""
25,A2-8-8b,Alcala,0.006895,5946.33792603336,41,6,0.15,28,3,7,0,0,50,0,31,10,2,0,0,0,0,0,0,0,3,0,0,1,0,0,3,3,1,0.3,0.3,90,0.3,0.3,75,0.3,0.3,75,0.5,0.5,75,0.9,0.9,90,654,664,10,663.208955223881,1.22824123054021,1.50857652039893,0.185196719806895,21051.389212,29947.711242,30443.050924,29461.904085,"""642m Alacala"""
28,A2-8-5,Alcala,0.003728,1072.96137339056,4,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,653,659,6,655.153846153846,2.47591952913879,6.13017751477086,0.377914217198594,20930.391768,29905.62945,30398.833598,29422.042394,"""642m Alacala"""
29,A2-8-4,Alcala,0.003383,295.595625184747,1,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,0.1,0.075,50,650,653,3,652.735294117647,0.850910361271659,0.724048442919465,0.130360709607698,20890.930666,29893.771672,30386.276177,29410.911312,"""642m Alacala"""
31,A2-8-1,Alcala,0.004126,727.096461463888,3,0,0,1,1,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,90,0.5,0.375,90,0.3,0.225,50,0.3,0.225,50,646,653,7,650.380952380952,2.51616091687216,6.33106575959495,0.386874939627437,20826.554975,29899.277528,30390.641358,29417.593701,"""642m Alacala"""
33,A1-26-5,Alcala,0.013783,507.872016251905,7,2,0.29,6,0,0,0,0,4,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.5,0.5,0.25,50,0.1,0.05,49,0.1,0.05,49,0.1,0.05,50,0.9,0.45,75,632,640,8,635.218045112782,3.04190864564751,9.25320820846504,0.478876295950852,20654.351731,30129.41176,30617.747416,29650.779414,"""642m Alacala"""
34,A1-26-4,Alcala,0.009692,412.711514651259,4,1,0.25,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0.9,0.09,49,0.1,0.01,49,0.1,0.01,49,0.1,0.01,50,0.1,0.01,49,635,642,7,637.425742574257,2.29656021149883,5.27418880503957,0.360286706059929,20679.353009,30058.657932,30547.430867,29579.597367,"""642m Alacala"""
35,A1-26-3,Alcala,0.011951,334.700025102502,4,0,0,4,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.1,0.05,49,0.1,0.05,49,0.7,0.35,75,0.7,0.35,75,639,644,5,641.076271186441,1.58465512294447,2.51113185867415,0.247186675621568,20735.651663,30020.908663,30510.675758,29540.83389,"""642m Alacala"""
36,A1-26-2,Alcala,0.007068,141.482739105829,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.1,0.05,49,0.1,0.05,49,0.1,0.05,50,0.1,0.05,49,639,647,8,644.833333333333,3.02305952453618,9.13888888888889,0.46881253934394,20758.5722,29944.106826,30434.270692,29463.647639,"""642m Alacala"""
37,A1-26-1,Alcala,0.012098,495.949743759299,6,0,0,5,1,0,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.3,0.15,50,0.3,0.15,50,0.7,0.35,75,0.7,0.35,75,642,653,11,647.296610169491,2.36252278989305,5.58151393276403,0.364983031391811,20851.890292,30032.702681,30524.526545,29550.499792,"""642m Alacala"""
38,A1-20-2,Alcala,0.01299,615.858352578907,8,1,0.13,8,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.75,0.3,0.225,50,0.1,0.075,50,0.1,0.075,50,0.5,0.375,75,0.9,0.675,90,632,654,22,650.55303030303,4.40267548466802,19.3835514232968,0.676758892755789,21831.246325,29952.96916,30461.858496,29453.154305,"""642m Alacala"""
41,A1-21-2,Alcala,0.015108,397.14058776807,6,0,0,6,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,49,0.1,0.025,49,0.1,0.025,49,0.1,0.025,50,0.1,0.025,49,628,654,26,633.377483443709,7.60684749198201,57.864128766273,1.20099746057014,21730.753348,29762.454237,30269.680988,29264.418387,"""642m Alacala"""
42,A1-21-1,Alcala,0.005109,195.733020160501,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,49,0.1,0.025,49,0.1,0.025,49,0.7,0.175,50,0.7,0.175,50,621,632,11,629.884615384615,3.19045358575325,10.1789940828457,0.506513972214596,21811.885735,29772.701228,30281.328144,29273.213965,"""642m Alacala"""
45,A1-17-1b,Alcala,0.004238,6134.96932515337,26,2,0.08,23,0,1,0,0,22,0,24,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3,0.3,90,0.3,0.3,75,0.3,0.3,75,0.7,0.7,90,0.7,0.7,90,616,622,6,618.372093023256,2.93355293604052,8.60573282855195,0.474399308949764,22278.041622,30600.467206,31116.367017,30093.209725,"""642m Alacala"""
44,A1-17-1a,Alcala,0.002125,1411.76470588235,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.1,0.09,50,0.1,0.09,50,0.7,0.63,90,0.7,0.63,75,616,624,8,621.428571428571,2.77010277566533,7.67346938774877,0.445763665049593,22291.822423,30624.139465,31140.24039,30116.667226,"""642m Alacala"""
46,A1-17-1c,Alcala,0.002651,4526.593738212,12,1,0.08,11,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9,0.3,0.27,75,0.1,0.09,50,0.1,0.09,50,0.7,0.63,90,0.7,0.63,75,616,616,0,616,0,0,0,22310.091523,30570.540065,31087.006206,30062.705671,"""642m Alacala"""
47,A1-18-1b,Alcala,0.005504,2725.29069767442,15,1,0.07,12,2,0,0,0,12,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.3,90,0.3,0.3,75,0.3,0.3,75,0.7,0.7,90,0.7,0.7,90,609,616,7,610.309090909091,2.52170741056013,6.35900826447389,0.413185293832655,22369.983925,30501.349373,31018.888129,29992.425813,"""642m Alacala"""
48,A1-18-1a,Alcala,0.002551,392.003136025088,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,49,0.7,0.35,75,0.5,0.25,75,0.3,0.15,50,0.3,0.15,50,609,614,5,610.875,2.42061459137964,5.859375,0.396253667506386,22368.321819,30461.637974,30979.193313,29952.708745,"""642m Alacala"""
49,A1-17-1d,Alcala,0.002104,1425.85551330798,3,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,90,0.5,0.375,90,0.3,0.225,50,0.3,0.225,50,616,616,0,616,0,0,0,22319.320742,30543.901717,31060.551398,30035.885234,"""642m Alacala"""
50,A1-18-2b,Alcala,0.002078,8180.94321462945,17,1,0.06,14,1,2,0,0,15,0,14,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.3,0.3,90,0.3,0.3,75,0.3,0.3,75,0.5,0.5,75,0.9,0.9,90,615,616,1,615.96,0.195959179513905,0.0384000000357628,0.0318136209354349,22361.498112,30599.07155,31116.356544,30090.382261,"""642m Alacala"""
51,A1-18-2a,Alcala,0.002707,4063.53897303288,11,1,0.09,8,0,2,0,0,13,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3,0.3,90,0.9,0.9,90,0.5,0.5,90,0.3,0.3,50,0.3,0.3,50,616,624,8,616.96,2.59969228949039,6.75840000003576,0.421371286548623,22372.067668,30633.061337,31150.480366,30124.223711,"""642m Alacala"""
52,A1-18-2c,Alcala,0.005652,353.857041755131,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,49,0.1,0.025,49,0.1,0.025,49,0.1,0.025,50,0.1,0.025,49,609,620,11,614.551724137931,1.83051164688871,3.35077288939521,0.297861282458605,22411.229322,30542.200476,31060.375988,30032.606669,"""642m Alacala"""
56,A2-4-2,Alcala,0.015432,453.60290305858,7,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,49,0.1,0.01,49,0.1,0.01,49,0.7,0.07,50,0.7,0.07,49,639,653,14,643.52,4.58653100574397,21.0362666666508,0.712725479510189,21967.866316,31334.771472,31844.854905,30833.314845,"""642m Alacala"""
57,A2-4-6,Alcala,0.018212,219.635405227323,4,0,0,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,49,0.1,0.01,49,0.1,0.01,49,0.1,0.01,50,0.1,0.01,49,649,656,7,652.440860215054,2.46464185533204,6.07445947505454,0.377757127982397,21859.507923,31140.03288,31648.483414,30640.317929,"""642m Alacala"""
59,A2-4-5,Alcala,0.016109,558.693897821094,9,1,0.11,8,0,0,0,0,9,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.1,0.05,49,0.1,0.05,49,0.1,0.05,50,0.1,0.05,49,650,656,6,652.126582278481,1.52088489072864,2.31309085084668,0.233219275530034,21922.800002,31172.93991,31682.412,30672.160471,"""642m Alacala"""
60,A2-4-4,Alcala,0.011978,834.863917181499,10,0,0,8,1,1,0,0,13,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,90,0.5,0.375,90,0.3,0.225,50,0.3,0.225,50,636,654,18,651.454545454545,5.52080961843235,30.4793388429752,0.847458914356069,22008.650727,31225.127317,31735.971386,30722.916012,"""642m Alacala"""
60,A2-4-4,Alcala,0.011978,834.863917181499,10,0,0,8,1,1,0,0,13,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,90,0.5,0.375,90,0.3,0.225,50,0.3,0.225,50,636,654,18,651.454545454545,5.52080961843235,30.4793388429752,0.847458914356069,22008.650727,31225.127317,31735.971386,30722.916012,"""642m Alacala"""
62,A2-4-1,Alcala,0.009501,526.260393642774,5,0,0,2,0,2,0,0,3,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.3,0.15,50,0.3,0.15,50,0.7,0.35,75,0.7,0.35,75,630,644,14,635.020202020202,3.6954238640389,13.6561575349082,0.581938000127015,22088.374924,31327.680935,31839.741799,30824.184043,"""642m Alacala"""
62,A2-4-1,Alcala,0.009501,526.260393642774,5,0,0,2,0,2,0,0,3,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,49,0.3,0.15,50,0.3,0.15,50,0.7,0.35,75,0.7,0.35,75,630,644,14,635.020202020202,3.6954238640389,13.6561575349082,0.581938000127015,22088.374924,31327.680935,31839.741799,30824.184043,"""642m Alacala"""
61,A2-4-3,Alcala,0.005501,2726.77694964552,15,3,0.2,13,0,1,0,0,4,0,14,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0.9,0.3,0.27,75,0.3,0.27,75,0.3,0.27,75,0.5,0.45,75,0.9,0.81,90,636,654,18,648,7.34846922834953,54,1.13402302906629,21990.983592,31277.778062,31788.288952,30775.896022,"""642m Alacala"""
